Nombre,Divisa,Fecha,Abrir,Máx.,Mín.,Cierre*,Cierre ajus.**,Volumen,Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 may 2021,"1838,50","2025,00","1836,50","1980,00","1979,11",179.959,-
Exxon Mobil Corporation (XOM.BA),ARS,01 abr 2021,"1656,00","1871,50","1656,00","1806,50","1805,69",208.966,-
Exxon Mobil Corporation (XOM.BA),ARS,01 mar 2021,"1632,00","1920,00","1571,00","1656,00","1655,26",445.103,-
Exxon Mobil Corporation (XOM.BA),ARS,09 feb 2021,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 feb 2021,"1390,00","1688,00","1368,00","1630,00","1629,09",382.612,-
Exxon Mobil Corporation (XOM.BA),ARS,01 ene 2021,"1195,00","1531,00","1180,00","1377,00","1376,24",370.677,-
Exxon Mobil Corporation (XOM.BA),ARS,01 dic 2020,"1170,00","1278,00","1050,00","1195,00","1194,34",307.071,-
Exxon Mobil Corporation (XOM.BA),ARS,10 nov 2020,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 nov 2020,"1012,00","1290,00","979,00","1159,00","1158,18",296.748,-
Exxon Mobil Corporation (XOM.BA),ARS,01 oct 2020,"990,00","1340,00","968,00","1012,00","1011,28",298.986,-
Exxon Mobil Corporation (XOM.BA),ARS,01 sept 2020,"1069,00","1069,00","914,50","999,50","998,79",154.201,-
Exxon Mobil Corporation (XOM.BA),ARS,12 ago 2020,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 ago 2020,"1066,00","1230,00","982,00","1034,50","1033,61",184.711,-
Exxon Mobil Corporation (XOM.BA),ARS,01 jul 2020,"969,00","1080,00","934,00","1040,00","1039,11",205.645,-
Exxon Mobil Corporation (XOM.BA),ARS,01 jun 2020,"1045,00","1327,00","925,00","979,00","978,16",268.495,-
Exxon Mobil Corporation (XOM.BA),ARS,12 may 2020,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 may 2020,"1060,00","1125,00","953,00","1025,00","1023,96",507.130,-
Exxon Mobil Corporation (XOM.BA),ARS,01 abr 2020,"659,50","1119,50","655,00","1060,00","1058,92",249.350,-
Exxon Mobil Corporation (XOM.BA),ARS,01 mar 2020,"850,00","920,00","572,00","658,00","657,33",114.230,-
Exxon Mobil Corporation (XOM.BA),ARS,10 feb 2020,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 feb 2020,"1099,00","1190,00","790,00","827,50","826,52",37.845,-
Exxon Mobil Corporation (XOM.BA),ARS,01 ene 2020,"1031,00","1299,00","1031,00","1268,00","1266,50",13.740,-
Exxon Mobil Corporation (XOM.BA),ARS,01 dic 2019,"1031,00","1112,50","988,50","1031,00","1029,78",12.740,-
Exxon Mobil Corporation (XOM.BA),ARS,08 nov 2019,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 nov 2019,"1120,50","1250,00","1000,00","1005,00","1003,66",3615,-
Exxon Mobil Corporation (XOM.BA),ARS,01 oct 2019,"905,00","1140,50","896,00","1077,50","1076,07",16.065,-
Exxon Mobil Corporation (XOM.BA),ARS,01 sept 2019,"860,00","1100,00","825,50","900,00","898,80",6195,-
Exxon Mobil Corporation (XOM.BA),ARS,12 ago 2019,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 ago 2019,"669,50","860,00","644,00","860,00","858,63",3910,-
Exxon Mobil Corporation (XOM.BA),ARS,01 jul 2019,"656,00","669,50","640,00","669,50","668,43",3645,-
Exxon Mobil Corporation (XOM.BA),ARS,01 jun 2019,"647,00","656,00","647,00","656,00","654,95",1105,-
Exxon Mobil Corporation (XOM.BA),ARS,10 may 2019,-,-,-,-,-,-,0.174 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 may 2019,"768,00","768,00","689,00","690,00","688,73",1690,-
Exxon Mobil Corporation (XOM.BA),ARS,01 abr 2019,"538,00","770,00","538,00","768,00","766,58",885,-
Exxon Mobil Corporation (XOM.BA),ARS,01 mar 2019,"538,00","538,00","538,00","538,00","537,01",-,-
Exxon Mobil Corporation (XOM.BA),ARS,08 feb 2019,-,-,-,-,-,-,0.164 Dividendo
Exxon Mobil Corporation (XOM.BA),ARS,01 feb 2019,"538,00","538,00","538,00","538,00","536,84",-,-
Exxon Mobil Corporation (XOM.BA),ARS,01 ene 2019,"562,70","562,70","538,00","538,00","536,84",14.395,-
Exxon Mobil Corporation (XOM.BA),ARS,01 dic 2018,"560,20","562,70","560,20","562,70","561,49",90,-
Exxon Mobil Corporation (XOM.BA),ARS,09 nov 2018,-,-,-,-,-,-,0.164 Dividendo
Glencore plc (GLN.JO),ZAR),01 nov 2023,"10.180,00","10.267,00","9624,00","9739,00","9739,00",31.481.941,-
Glencore plc (GLN.JO),ZAR),01 oct 2023,"10.988,00","10.999,00","9754,00","9850,00","9850,00",64.171.952,-
Glencore plc (GLN.JO),ZAR),01 sept 2023,"10.134,00","10.983,00","10.051,00","10.813,00","10.813,00",67.125.605,-
Glencore plc (GLN.JO),ZAR),30 ago 2023,-,-,-,-,-,-,8 Dividendo
Glencore plc (GLN.JO),ZAR),01 ago 2023,"10.811,00","11.085,00","9679,00","10.050,00","10.042,15",84.390.738,-
Glencore plc (GLN.JO),ZAR),01 jul 2023,"10.721,00","11.182,00","10.396,00","10.865,00","10.856,51",86.974.659,-
Glencore plc (GLN.JO),ZAR),01 jun 2023,"10.100,00","11.146,00","10.100,00","10.665,00","10.656,67",74.936.915,-
Glencore plc (GLN.JO),ZAR),03 may 2023,-,-,-,-,-,-,22 Dividendo
Glencore plc (GLN.JO),ZAR),01 may 2023,"10.823,00","10.855,00","9903,00","10.100,00","10.071,27",88.711.835,-
Glencore plc (GLN.JO),ZAR),01 abr 2023,"10.328,00","11.326,00","9855,00","10.759,00","10.728,40",82.208.966,-
Glencore plc (GLN.JO),ZAR),01 mar 2023,"11.200,00","30.753,00","9230,00","10.179,00","10.150,04",135.889.254,-
Glencore plc (GLN.JO),ZAR),01 feb 2023,"11.526,00","11.908,00","10.700,00","10.991,00","10.959,74",108.668.775,-
Glencore plc (GLN.JO),ZAR),01 ene 2023,"11.404,00","12.433,00","10.245,00","11.525,00","11.492,22",99.366.594,-
Glencore plc (GLN.JO),ZAR),01 dic 2022,"11.505,00","12.259,00","11.122,00","11.404,00","11.371,56",70.052.254,-
Glencore plc (GLN.JO),ZAR),01 nov 2022,"10.750,00","11.490,00","10.054,00","11.416,00","11.383,53",131.400.333,-
Glencore plc (GLN.JO),ZAR),01 oct 2022,"9750,00","10.749,00","9468,00","10.657,00","10.626,69",131.334.766,-
Glencore plc (GLN.JO),ZAR),01 sept 2022,"9165,00","10.266,00","8607,00","9565,00","9537,79",131.394.577,-
Glencore plc (GLN.JO),ZAR),31 ago 2022,-,-,-,-,-,-,11 Dividendo
Glencore plc (GLN.JO),ZAR),01 ago 2022,"9350,00","10.208,00","8902,00","8975,00","8939,16",108.974.068,-
Glencore plc (GLN.JO),ZAR),01 jul 2022,"8700,00","9388,00","7920,00","9329,00","9291,74",111.013.352,-
Glencore plc (GLN.JO),ZAR),01 jun 2022,"10.300,00","10.594,00","8416,00","8754,00","8719,04",89.255.688,-
Glencore plc (GLN.JO),ZAR),01 may 2022,"9874,00","10.579,00","8697,00","10.356,00","10.314,64",108.587.946,-
Glencore plc (GLN.JO),ZAR),20 abr 2022,-,-,-,-,-,-,13 Dividendo
Glencore plc (GLN.JO),ZAR),01 abr 2022,"9582,00","10.360,00","8801,00","9868,00","9816,20",85.154.410,-
Glencore plc (GLN.JO),ZAR),01 mar 2022,"9125,00","10.145,00","8974,00","9615,00","9564,53",161.031.920,-
Glencore plc (GLN.JO),ZAR),01 feb 2022,"8010,00","9242,00","7990,00","9125,00","9077,10",91.430.978,-
Glencore plc (GLN.JO),ZAR),01 ene 2022,"8115,00","8881,00","7932,00","8017,00","7974,92",66.174.256,-
Glencore plc (GLN.JO),ZAR),01 dic 2021,"7773,00","8225,00","7316,00","8115,00","8072,41",66.685.670,-
Glencore plc (GLN.JO),ZAR),01 nov 2021,"7630,00","8063,00","7141,00","7702,00","7661,57",78.196.649,-
Glencore plc (GLN.JO),ZAR),01 oct 2021,"7073,00","8069,00","3445,00","7541,00","7501,42",137.629.578,-
Glencore plc (GLN.JO),ZAR),02 sept 2021,-,-,-,-,-,-,6 Dividendo
Glencore plc (GLN.JO),ZAR),01 sept 2021,-,-,-,-,-,-,4 Dividendo
Glencore plc (GLN.JO),ZAR),01 sept 2021,"6510,00","7180,00","6183,00","7116,00","7067,69",139.641.875,-
Glencore plc (GLN.JO),ZAR),01 ago 2021,"6621,00","6966,00","6268,00","6547,00","6502,55",103.069.863,-
Glencore plc (GLN.JO),ZAR),01 jul 2021,"6156,00","6826,00","5792,00","6600,00","6555,19",86.896.812,-
Glencore plc (GLN.JO),ZAR),01 jun 2021,"6410,00","6515,00","5753,00","6118,00","6076,46",84.581.062,-
Glencore plc (GLN.JO),ZAR),01 may 2021,"5911,00","6718,00","5836,00","6453,00","6409,19",75.493.397,-
Glencore plc (GLN.JO),ZAR),21 abr 2021,-,-,-,-,-,-,6 Dividendo
Glencore plc (GLN.JO),ZAR),01 abr 2021,"6044,00","6110,00","5500,00","5955,00","5908,49",70.046.093,-
Glencore plc (GLN.JO),ZAR),01 mar 2021,"6154,00","6374,00","5397,00","5808,00","5762,64",141.850.304,-
Glencore plc (GLN.JO),ZAR),01 feb 2021,"5187,00","6455,00","4962,00","6154,00","6105,94",142.985.092,-
Glencore plc (GLN.JO),ZAR),01 ene 2021,"4683,00","5937,00","4624,00","5162,00","5121,69",75.669.291,-
Glencore plc (GLN.JO),ZAR),01 dic 2020,"4463,00","4928,00","4398,00","4683,00","4646,43",40.328.396,-
Glencore plc (GLN.JO),ZAR),01 nov 2020,"3307,00","4448,00","3238,00","4428,00","4393,42",51.594.753,-
Glencore plc (GLN.JO),ZAR),01 oct 2020,"3521,00","3782,00","3185,00","3232,00","3206,76",78.987.873,-
Glencore plc (GLN.JO),ZAR),02 sept 2020,-,-,-,-,-,-,10 Dividendo
Glencore plc (GLN.JO),ZAR),01 sept 2020,"3904,00","4032,00","3460,00","3514,00","3477,51",49.300.382,-
Glencore plc (GLN.JO),ZAR),01 ago 2020,"3933,00","4373,00","3690,00","4052,00","4009,92",83.579.976,-
Glencore plc (GLN.JO),ZAR),01 jul 2020,"3700,00","3988,00","3540,00","3918,00","3877,31",43.013.315,-
Glencore plc (GLN.JO),ZAR),01 jun 2020,"3351,00","3932,00","3314,00","3646,00","3608,13",64.984.458,-
Glencore plc (GLN.JO),ZAR),01 may 2020,"3415,00","3493,00","2973,00","3270,00","3236,04",39.246.104,-
Glencore plc (GLN.JO),ZAR),22 abr 2020,-,-,-,-,-,-,10 Dividendo
Glencore plc (GLN.JO),ZAR),01 abr 2020,"2680,00","3567,00","2609,00","3415,00","3368,75",55.320.449,-
Glencore plc (GLN.JO),ZAR),01 mar 2020,"3850,00","4000,00","2254,00","2736,00","2698,94",96.596.675,-
Glencore plc (GLN.JO),ZAR),01 feb 2020,"4376,00","4682,00","3605,00","3783,00","3731,76",55.483.652,-
Glencore plc (GLN.JO),ZAR),01 ene 2020,"4338,00","4680,00","4166,00","4376,00","4316,73",32.454.659,-
Glencore plc (GLN.JO),ZAR),01 dic 2019,"4555,00","4721,00","4068,00","4338,00","4279,25",59.339.394,-
Glencore plc (GLN.JO),ZAR),01 nov 2019,"4539,00","5011,00","4503,00","4652,00","4588,99",47.048.434,-
Glencore plc (GLN.JO),ZAR),01 oct 2019,"4588,00","4630,00","4157,00","4540,00","4478,51",45.900.793,-
Glencore plc (GLN.JO),ZAR),05 sept 2019,-,-,-,-,-,-,10 Dividendo
Glencore plc (GLN.JO),ZAR),04 sept 2019,-,-,-,-,-,-,10 Dividendo
Glencore plc (GLN.JO),ZAR),01 sept 2019,"4400,00","4789,00","4170,00","4588,00","4504,65",39.802.777,-
Glencore plc (GLN.JO),ZAR),01 ago 2019,"4548,00","4554,00","3880,00","4405,00","4324,98",84.415.986,-
Glencore plc (GLN.JO),ZAR),01 jul 2019,"5000,00","5037,00","4600,00","4626,00","4541,96",44.198.786,-
Glencore plc (GLN.JO),ZAR),01 jun 2019,"4634,00","5168,00","4610,00","4928,00","4838,47",44.097.235,-
Glencore plc (GLN.JO),ZAR),01 may 2019,"5623,00","5674,00","4480,00","4663,00","4578,29",71.452.030,-
Glencore plc (GLN.JO),ZAR),24 abr 2019,-,-,-,-,-,-,7.6441 Dividendo
Glencore plc (GLN.JO),ZAR),01 abr 2019,"6051,00","6265,00","5560,00","5623,00","5514,07",66.630.380,-
Glencore plc (GLN.JO),ZAR),01 mar 2019,"5700,00","6100,00","5535,00","5999,00","5882,79",32.932.549,-
Glencore plc (GLN.JO),ZAR),01 feb 2019,"5290,00","5760,00","5104,00","5654,00","5544,47",47.289.386,-
Glencore plc (GLN.JO),ZAR),01 ene 2019,"5357,00","5494,00","4892,00","5376,00","5271,86",58.211.345,-
Glencore plc (GLN.JO),ZAR),01 dic 2018,"5209,00","5469,00","4818,00","5357,00","5253,22",48.165.067,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 nov 2023,"10.325,00","10.650,00","10.075,00","10.575,00","10.575,00",43.438.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 oct 2023,"11.100,00","11.700,00","10.125,00","10.350,00","10.350,00",119.914.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 sept 2023,"11.200,00","11.450,00","10.700,00","11.075,00","11.075,00",89.837.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ago 2023,"11.200,00","11.775,00","10.850,00","11.200,00","11.200,00",108.964.000,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,07 jul 2023,-,-,-,-,-,-,188 Dividendo
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jul 2023,"11.600,00","11.925,00","10.950,00","11.200,00","11.015,30",138.954.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jun 2023,"11.575,00","11.575,00","10.975,00","11.325,00","11.138,24",167.293.000,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 may 2023,"10.550,00","11.700,00","10.325,00","11.700,00","11.507,05",278.776.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 abr 2023,"9975,00","10.575,00","9850,00","10.575,00","10.400,61",66.939.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 mar 2023,"10.125,00","10.200,00","9275,00","9975,00","9810,50",108.736.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 feb 2023,"10.125,00","10.575,00","9900,00","10.125,00","9958,03",71.933.700,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ene 2023,"9975,00","10.600,00","9875,00","10.100,00","9933,44",119.493.500,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 dic 2022,"10.100,00","10.450,00","9725,00","10.000,00","9835,09",91.114.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 nov 2022,"9725,00","10.100,00","9350,00","10.100,00","9933,44",126.914.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 oct 2022,"8650,00","9900,00","8475,00","9725,00","9564,62",150.973.600,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 sept 2022,"8300,00","9100,00","8300,00","8650,00","8507,35",158.429.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,02 ago 2022,-,-,-,-,-,-,215 Dividendo
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ago 2022,"8850,00","8975,00","8125,00","8300,00","7965,92",172.510.500,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jul 2022,"9550,00","9600,00","8775,00","8825,00","8469,79",155.942.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jun 2022,"8750,00","9625,00","8200,00","9550,00","9165,61",207.481.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 may 2022,"7625,00","8650,00","7200,00","8575,00","8229,86",171.592.600,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 abr 2022,"7350,00","7650,00","7050,00","7625,00","7318,09",163.035.500,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 mar 2022,"8500,00","8525,00","7200,00","7350,00","7054,16",277.176.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 feb 2022,"8725,00","8750,00","8350,00","8500,00","8157,87",120.564.800,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ene 2022,"8675,00","8975,00","8525,00","8725,00","8373,82",86.665.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 dic 2021,"8725,00","8975,00","8500,00","8700,00","8349,82",90.121.600,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 nov 2021,"8800,00","9200,00","8450,00","8450,00","8109,89",103.159.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 oct 2021,"8350,00","9425,00","8225,00","8800,00","8445,80",170.222.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,07 sept 2021,-,-,-,-,-,-,215 Dividendo
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 sept 2021,"8500,00","8550,00","8075,00","8350,00","7811,80",80.434.700,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ago 2021,"8125,00","8650,00","7950,00","8425,00","7881,97",87.977.400,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jul 2021,"8425,00","9025,00","8125,00","8125,00","7601,30",133.043.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jun 2021,"8250,00","8700,00","7625,00","8150,00","7624,69",128.889.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 may 2021,"8700,00","8700,00","8050,00","8200,00","7671,47",88.138.000,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 abr 2021,"9075,00","9150,00","8500,00","8700,00","8139,24",84.339.400,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 mar 2021,"8600,00","9275,00","8300,00","9200,00","8607,01",222.319.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 feb 2021,"9000,00","9575,00","8500,00","8575,00","8022,30",218.634.700,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ene 2021,"9575,00","9900,00","9000,00","9100,00","8513,46",214.054.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 dic 2020,"10.000,00","10.225,00","9275,00","9575,00","8957,84",315.626.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 nov 2020,"9650,00","10.625,00","9600,00","9900,00","9261,90",292.788.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 oct 2020,"10.075,00","10.200,00","9650,00","9650,00","9028,01",97.614.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 sept 2020,"10.175,00","10.600,00","9600,00","10.075,00","9425,62",126.161.500,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ago 2020,"9200,00","10.625,00","9075,00","10.225,00","9565,95",201.519.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,24 jul 2020,-,-,-,-,-,-,215 Dividendo
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jul 2020,"9350,00","9650,00","9000,00","9200,00","8410,15",179.050.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jun 2020,"8150,00","9500,00","8150,00","9350,00","8547,27",326.763.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 may 2020,"9875,00","9975,00","7750,00","8150,00","7450,30",361.796.800,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 abr 2020,"10.200,00","10.600,00","9575,00","9875,00","9027,20",107.777.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 mar 2020,"10.275,00","11.125,00","8125,00","10.225,00","9347,15",155.322.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 feb 2020,"11.375,00","11.700,00","9900,00","10.275,00","9392,86",132.287.000,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ene 2020,"11.150,00","11.900,00","11.050,00","11.375,00","10.398,42",79.860.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 dic 2019,"11.350,00","11.625,00","11.100,00","11.150,00","10.192,74",93.971.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 nov 2019,"11.750,00","11.750,00","10.750,00","11.325,00","10.352,71",129.550.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 oct 2019,"11.950,00","12.550,00","11.200,00","11.625,00","10.626,96",114.984.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 sept 2019,"12.100,00","12.100,00","11.475,00","12.025,00","10.992,62",81.428.600,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ago 2019,"10.700,00","12.125,00","10.575,00","12.050,00","11.015,47",171.127.100,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jul 2019,"10.175,00","10.850,00","9950,00","10.700,00","9781,37",91.933.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,17 jun 2019,-,-,-,-,-,-,137 Dividendo
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 jun 2019,"9800,00","10.250,00","9700,00","10.150,00","9151,16",102.733.000,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 may 2019,"9725,00","9900,00","9075,00","9800,00","8835,60",111.643.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 abr 2019,"9400,00","9800,00","8950,00","9725,00","8767,98",152.491.900,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 mar 2019,"10.375,00","10.500,00","8950,00","9325,00","8407,34",104.695.400,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 feb 2019,"10.900,00","10.900,00","10.200,00","10.225,00","9218,78",105.194.200,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 ene 2019,"10.450,00","10.950,00","9925,00","10.775,00","9714,65",147.071.300,-
PT Indofood CBP Sukses Makmur Tbk (ICBP.JK),IDR,01 dic 2018,"9975,00","10.825,00","9450,00","10.450,00","9421,63",131.170.300,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 nov 2023,"2900,00","2970,00","2790,00","2900,00","2900,00",166.955.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 oct 2023,"2960,00","2980,00","2720,00","2890,00","2890,00",436.820.300,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 sept 2023,"2900,00","3000,00","2770,00","2960,00","2960,00",249.033.000,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 ago 2023,"2750,00","3030,00","2730,00","2900,00","2900,00",425.405.600,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 jul 2023,"2600,00","2890,00","2550,00","2700,00","2700,00",361.923.700,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 jun 2023,"2680,00","2810,00","2530,00","2580,00","2580,00",488.663.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,29 may 2023,-,-,-,-,-,-,24.06 Dividendo
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 may 2023,"2900,00","3030,00","2640,00","2640,00","2616,82",633.558.100,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 abr 2023,"2920,00","2940,00","2650,00","2900,00","2874,54",290.349.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 mar 2023,"2900,00","2990,00","2770,00","2880,00","2854,71",341.690.800,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 feb 2023,"2840,00","3150,00","2790,00","2900,00","2874,54",376.864.800,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 ene 2023,"2660,00","2890,00","2610,00","2830,00","2805,15",466.764.300,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 dic 2022,"3090,00","3090,00","2330,00","2650,00","2626,73",707.361.000,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 nov 2022,"2820,00","3090,00","2500,00","3090,00","3062,87",743.207.300,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 oct 2022,"2300,00","2840,00","2290,00","2820,00","2795,24",629.580.800,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 sept 2022,"2150,00","2450,00","2030,00","2390,00","2369,01",2.032.804.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 ago 2022,"1890,00","2180,00","1785,00","2180,00","2160,86",1.236.511.200,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 jul 2022,"2040,00","2050,00","1785,00","1875,00","1858,54",1.196.829.700,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,07 jun 2022,-,-,-,-,-,-,18.78 Dividendo
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 jun 2022,"1850,00","2090,00","1740,00","2040,00","2001,22",1.107.838.800,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 may 2022,"1710,00","1845,00","1430,00","1820,00","1785,40",3.121.689.000,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 abr 2022,"1515,00","1775,00","1455,00","1710,00","1677,49",1.273.244.800,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 mar 2022,"1100,00","1530,00","1020,00","1520,00","1491,11",819.401.000,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 feb 2022,"1160,00","1320,00","1085,00","1090,00","1069,28",393.772.300,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 ene 2022,"1230,00","1245,00","1020,00","1165,00","1142,85",402.134.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 dic 2021,"1180,00","1250,00","1120,00","1215,00","1191,90",195.402.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 nov 2021,"1200,00","1320,00","1145,00","1180,00","1157,57",311.220.400,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 oct 2021,"1380,00","1380,00","1170,00","1195,00","1172,28",335.788.000,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 sept 2021,"1350,00","1435,00","1280,00","1380,00","1353,77",271.661.700,-
PT Sumber Alfaria Trijaya Tbk (AMRT.JK),IDR,01 ago 2021,"1360,00","1550,00","1200,00","1350,00","1324,34",541.288.300,-
